prompt,prefix,suffix
"small plush Chausie kitten sitting upright, text""わかりました""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""がんばってください""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""こんばんは""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""どういたしまして""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""おつかれさまでした""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""こんにちは""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""またね""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""うれしいです""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""おねがいします""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""ありがとうございます""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""了解です！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""すごーい！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""ハーイ！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""OKです""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""のんびりいこう""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""？""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""大丈夫です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""連絡おそくなりました""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""返信不要です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""素敵です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""なるほど・・・""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Chausie kitten sitting upright, text""よろしくお願いします""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""THANK YOU""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""おつかれさま""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""よろしくおねがいします""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""具合はどう？""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""いいですね！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""了解しました""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""すばらしい！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""おはようございます""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""おやすみなさい""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""いってきます""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""大丈夫？""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""がんばります！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""HAPPY BIRTHDAY""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""ありがとう""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""GO! GO!""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""楽しみです！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""やったー！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""すみません""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""ごめんなさい""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""気を付けてください""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""おかげさまで""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""今向かってます！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""OK""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""おつかれさまです""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""ただいま""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""おめでとうございます""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""おだいじに""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""わかりました""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""がんばってください""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""こんばんは""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""どういたしまして""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""おつかれさまでした""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""こんにちは""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""またね""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""うれしいです""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""おねがいします""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""ありがとうございます""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""了解です！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""すごーい！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""ハーイ！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""OKです""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""のんびりいこう""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""？""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""大丈夫です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""連絡おそくなりました""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""返信不要です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""素敵です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""なるほど・・・""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Singapura kitten sitting upright, text""よろしくお願いします""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""THANK YOU""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""おつかれさま""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""よろしくおねがいします""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""具合はどう？""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""いいですね！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""了解しました""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""すばらしい！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""おはようございます""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""おやすみなさい""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""いってきます""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""大丈夫？""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""がんばります！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""HAPPY BIRTHDAY""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""ありがとう""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Manx kitten sitting upright, text""GO! GO!""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
